"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"457","32015O0011",2015-03-12,2015,"2015.1","Guideline","inforce",9999-12-31,2768,"Guideline (EU) 2015/855 of the European Central Bank of 12 March 2015 laying down the principles of a Eurosystem Ethics Framework and repealing Guideline ECB/2002/6 on minimum standards for the European Central Bank and national central banks when conducting monetary policy operations, foreign exchange operations with the ECB's foreign reserves and managing the ECB's foreign reserve assets (ECB/2015/11)"
"458","32015O0012",2015-03-12,2015,"2015.1","Guideline","inforce",9999-12-31,2724,"Guideline (EU) 2015/856 of the European Central Bank of 12 March 2015 laying down the principles of an Ethics Framework for the Single Supervisory Mechanism (ECB/2015/12)"
"459","32015O0015",2015-04-02,2015,"2015.1","Guideline","notinforce",2015-05-06,25866,"Guideline (EU) 2015/930 of the European Central Bank of 2 April 2015 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2015/15)"
"460","32015O0019",2015-04-16,2015,"2015.1","Guideline","inforce",9999-12-31,3273,"Guideline (EU) 2015/948 of the European Central Bank of 16 April 2015 amending Guideline ECB/2013/7 concerning statistics on holdings of securities (ECB/2015/19)"
"461","32015O0020",2015-04-16,2015,"2015.1","Guideline","inforce",NA,1011,"Guideline (EU) 2015/732 of the European Central Bank of 16 April 2015 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (ECB/2014/60) (ECB/2015/20)"
"462","32015O0024",2015-07-02,2015,"2015.2","Guideline","notinforce",2016-12-30,4428,"Guideline (EU) 2015/1197 of the European Central Bank of 2 July 2015 amending Guideline ECB/2010/20 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2015/24)"
"463","32015O0027",2015-08-27,2015,"2015.2","Guideline","inforce",9999-12-31,5622,"Guideline (EU) 2015/1938 of the European Central Bank of 27 August 2015 amending Guideline (EU) 2015/510 of the European Central Bank on the implementation of the Eurosystem monetary policy framework (ECB/2015/27)"
"464","32015O0028",2015-09-04,2015,"2015.2","Guideline","notinforce",2019-09-30,350,"Guideline (EU) 2015/1575 of the European Central Bank of 4 September 2015 amending Guideline ECB/2014/9 on domestic asset and liability management operations by the national central banks (ECB/2015/28)"
"465","32015O0034",2015-11-18,2015,"2015.2","Guideline","inforce",9999-12-31,1809,"Guideline (EU) 2016/64 of the European Central Bank of 18 November 2015 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (General Documentation Guideline) (ECB/2015/34)"
"466","32015O0035",2015-11-18,2015,"2015.2","Guideline","inforce",9999-12-31,2237,"Guideline (EU) 2016/65 of the European Central Bank of 18 November 2015 on the valuation haircuts applied in the implementation of the Eurosystem monetary policy framework (ECB/2015/35)"
"467","32015O0039",2015-11-26,2015,"2015.2","Guideline","inforce",9999-12-31,5660,"Guideline (EU) 2016/231 of the European Central Bank of 26 November 2015 amending Guideline ECB/2011/23 on the statistical reporting requirements of the European Central Bank in the field of external statistics (ECB/2015/39)"
"468","32015O0040",2015-11-26,2015,"2015.2","Guideline","inforce",9999-12-31,1308,"Guideline (EU) 2016/66 of the European Central Bank of 26 November 2015 amending Guideline ECB/2013/24 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2015/40)"
"469","32015O0044",2015-12-04,2015,"2015.2","Guideline","inforce",9999-12-31,14708,"Guideline (EU) 2016/450 of the European Central Bank of 4 December 2015 amending Guideline ECB/2014/15 on monetary and financial statistics (ECB/2015/44)"
"470","32015Q0313(01)",2015-03-13,2015,"2015.1","Rules of procedure","inforce",9999-12-31,424,"Amendment 1/2014 of 15 December 2014 to the Rules of Procedure of the Supervisory Board of the European Central Bank"
"471","32015R0534",2015-03-17,2015,"2015.1","Regulation","inforce",9999-12-31,18157,"Regulation (EU) 2015/534 of the European Central Bank of 17 March 2015 on reporting of supervisory financial information (ECB/2015/13)"
"472","32015R0730",2015-04-16,2015,"2015.1","Regulation","inforce",9999-12-31,6389,"Regulation (EU) 2015/730 of the European Central Bank of 16 April 2015 amending Regulation (EU) No 1011/2012 concerning statistics on holdings of securities (ECB/2012/24) (ECB/2015/18)"
"473","32015R1599",2015-09-10,2015,"2015.2","Regulation","inforce",9999-12-31,2431,"Regulation (EU) 2015/1599 of the European Central Bank of 10 September 2015 amending Regulation (EU) No 1333/2014 concerning statistics on the money markets (ECB/2015/30)"
"474","32015Y0221(01)",2014-11-13,2014,"2014.2","Rules of procedure","inforce",9999-12-31,966,"Agreement of 13 November 2014 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of Economic and Monetary Union"
"475","32015Y0221(02)",2014-12-31,2014,"2014.2","Rules of procedure","inforce",9999-12-31,1191,"Agreement of 31 December 2014 between Lietuvos bankas and the European Central Bank regarding the claim credited to Lietuvos bankas by the European Central Bank under Article 30.3 of the Statute of the European System of Central Banks and of the European Central Bank"
"476","32015Y0417(01)",2015-04-17,2015,"2015.1","Rules of procedure","inforce",9999-12-31,2299,"Agreement between the European Police Office (Europol) and the European Central Bank (ECB)"
"477","32016D0002",2016-02-09,2016,"2016.1","Decision","inforce",9999-12-31,14491,"Decision (EU) 2016/245 of the European Central Bank of 9 February 2016 laying down the rules on procurement (ECB/2016/2)"
"478","32016D0003",2016-03-04,2016,"2016.1","Decision","inforce",9999-12-31,4174,"Decision (EU) 2016/456 of the European Central Bank of 4 March 2016 concerning the terms and conditions for European Anti-Fraud Office investigations of the European Central Bank, in relation to the prevention of fraud, corruption and any other illegal activities affecting the financial interests of the Union (ECB/2016/3)"
"479","32016D0005",2016-03-16,2016,"2016.1","Decision","inforce",9999-12-31,1181,"Decision (EU) 2016/457 of the European Central Bank of 16 March 2016 on the eligibility of marketable debt instruments issued or fully guaranteed by the Republic of Cyprus (ECB/2016/5)"
"480","32016D0007",2016-04-15,2016,"2016.1","Decision","notinforce",2016-12-31,865,"Decision (EU) 2016/661 of the European Central Bank of 15 April 2016 on the total amount of annual supervisory fees for 2016 (ECB/2016/7)"
"481","32016D0008",2016-04-18,2016,"2016.1","Decision","inforce",9999-12-31,1554,"Decision (EU) 2016/702 of the European Central Bank of 18 April 2016 amending Decision (EU) 2015/774 on a secondary markets public sector asset purchase programme (ECB/2016/8)"
"482","32016D0009",2016-04-26,2016,"2016.1","Decision","inforce",9999-12-31,2528,"Decision (EU) 2016/821 of the European Central Bank of 26 April 2016 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2016/9)"
"483","32016D0010",2016-04-28,2016,"2016.1","Decision","inforce",9999-12-31,11839,"Decision (EU) 2016/810 of the European Central Bank of 28 April 2016 on a second series of targeted longer-term refinancing operations (ECB/2016/10)"
"484","32016D0011",2016-04-28,2016,"2016.1","Decision","inforce",9999-12-31,1421,"Decision (EU) 2016/811 of the European Central Bank of 28 April 2016 amending Decision ECB/2014/34 on measures relating to targeted longer-term refinancing operations (ECB/2016/11)"
"485","32016D0012",2016-05-06,2016,"2016.1","Decision","inforce",9999-12-31,733,"Decision (EU) 2016/955 of the European Central Bank of 6 May 2016 amending Decision ECB/2013/54 on the accreditation procedures for manufacturers of euro secure items and euro items (ECB/2016/12)"
"486","32016D0014",2016-05-18,2016,"2016.1","Decision","notinforce",9999-12-31,1966,"Decision (EU) 2016/868 of the European Central Bank of 18 May 2016 amending Decision ECB/2014/6 on the organisation of preparatory measures for the collection of granular credit data by the European System of Central Banks (ECB/2016/14)"
"487","32016D0016",2016-06-01,2016,"2016.1","Decision","inforce",9999-12-31,2347,"Decision (EU) 2016/948 of the European Central Bank of 1 June 2016 on the implementation of the corporate sector purchase programme (ECB/2016/16)"
"488","32016D0017(01)",2016-06-07,2016,"2016.1","Decision","inforce",9999-12-31,874,"Decision (EU) 2016/956 of the European Central Bank of 7 June 2016 amending Decision (EU) 2016/245 (ECB/2016/2) laying down the rules on procurement (ECB/2016/17)"
"489","32016D0018",2016-06-22,2016,"2016.1","Decision","notinforce",2018-08-20,1356,"Decision (EU) 2016/1041 of the European Central Bank of 22 June 2016 on the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic and repealing Decision (EU) 2015/300 (ECB/2016/18)"
"490","32016D0019",2016-06-30,2016,"2016.1","Decision","inforce",9999-12-31,1960,"Decision (EU) 2016/1162 of the European Central Bank of 30 June 2016 on disclosure of confidential information in the context of criminal investigations (ECB/2016/19)"
"491","32016D0025",2016-09-21,2016,"2016.2","Decision","inforce",9999-12-31,1719,"Decision (EU) 2016/1734 of the European Central Bank of 21 September 2016 amending Decision ECB/2013/54 on the accreditation procedures for manufacturers of euro secure items and euro items (ECB/2016/25)"
"492","32016D0027",2016-09-21,2016,"2016.2","Decision","inforce",9999-12-31,881,"Decision (EU) 2016/1717 of the European Central Bank of 21 September 2016 amending Decision ECB/2004/2 adopting the Rules of Procedure of the European Central Bank (ECB/2016/27)"
"493","32016D0030",2016-10-31,2016,"2016.2","Decision","inforce",9999-12-31,505,"Decision (EU) 2016/1974 of the European Central Bank of 31 October 2016 amending Decision (EU) 2016/810 (ECB/2016/10) on a second series of targeted longer-term refinancing operations (ECB/2016/30)"
"494","32016D0035(01)",2016-11-03,2016,"2016.2","Decision","inforce",9999-12-31,5695,"Decision (EU) 2016/2247 of the European Central Bank of 3 November 2016 on the annual accounts of the European Central Bank (ECB/2016/35)"
"495","32016D0036(01)",2016-11-03,2016,"2016.2","Decision","inforce",9999-12-31,4692,"Decision (EU) 2016/2248 of the European Central Bank of 3 November 2016 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2016/36)"
"496","32016D0039",2016-11-08,2016,"2016.2","Decision","inforce",9999-12-31,542,"Decision (EU) 2016/1975 of the European Central Bank of 8 November 2016 on the sub-delegation of the powers to grant a provisional accreditation (ECB/2016/39)"
"497","32016D0040",2016-11-16,2016,"2016.2","Decision","inforce",9999-12-31,1891,"Decision (EU) 2017/933 of the European Central Bank of 16 November 2016 on a general framework for delegating decision-making powers for legal instruments related to supervisory tasks (ECB/2016/40)"
"498","32016D0041(01)",2016-11-16,2016,"2016.2","Decision","inforce",9999-12-31,1696,"Decision (EU) 2017/934 of the European Central Bank of 16 November 2016 on the delegation of decisions on the significance of supervised entities (ECB/2016/41)"
"499","32016D0042(01)",2016-11-16,2016,"2016.2","Decision","inforce",9999-12-31,2577,"Decision (EU) 2017/935 of the European Central Bank of 16 November 2016 on delegation of the power to adopt fit and proper decisions and the assessment of fit and proper requirements (ECB/2016/42)"
"500","32016D0043",2016-11-30,2016,"2016.2","Decision","notinforce",9999-12-31,451,"Decision (EU) 2016/2164 of the European Central Bank of 30 November 2016 on the approval of the volume of coin issuance in 2017 (ECB/2016/43)"
"501","32016O0001",2016-02-05,2016,"2016.1","Guideline","inforce",9999-12-31,1600,"Guideline (EU) 2016/256 of the European Central Bank of 5 February 2016 concerning the extension of common rules and minimum standards to protect the confidentiality of the statistical information collected by the European Central Bank assisted by the national central banks to national competent authorities of participating Member States and to the European Central Bank in its supervisory functions (ECB/2016/1)"
"502","32016O0006",2016-03-16,2016,"2016.1","Guideline","inforce",9999-12-31,5628,"Guideline (EU) 2016/579 of the European Central Bank of 16 March 2016 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2016/6)"
"503","32016O0015",2016-05-26,2016,"2016.1","Guideline","inforce",9999-12-31,2670,"Guideline (EU) 2016/1061 of the European Central Bank of 26 May 2016 amending Guideline ECB/2008/8 on data collection regarding the euro and the operation of the Currency Information System 2 (ECB/2016/15)"
"504","32016O0023",2016-08-02,2016,"2016.2","Guideline","inforce",9999-12-31,9546,"Guideline (EU) 2016/1386 of the European Central Bank of 2 August 2016 amending Guideline ECB/2013/7 concerning statistics on holdings of securities (ECB/2016/23)"
"505","32016O0031",2016-11-02,2016,"2016.2","Guideline","inforce",9999-12-31,6586,"Guideline (EU) 2016/2298 of the European Central Bank of 2 November 2016 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (ECB/2016/31)"
"506","32016O0032",2016-11-02,2016,"2016.2","Guideline","inforce",9999-12-31,1825,"Guideline (EU) 2016/2299 of the European Central Bank of 2 November 2016 amending Guideline (EU) 2016/65 on the valuation haircuts applied in the implementation of the Eurosystem monetary policy framework (ECB/2016/32)"
"507","32016O0033",2016-11-02,2016,"2016.2","Guideline","inforce",9999-12-31,925,"Guideline (EU) 2016/2300 of the European Central Bank of 2 November 2016 amending Guideline ECB/2014/31 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2016/33)"
"508","32016O0034",2016-11-03,2016,"2016.2","Guideline","inforce",9999-12-31,17561,"Guideline (EU) 2016/2249 of the European Central Bank of 3 November 2016 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2016/34)"
"509","32016O0037",2016-11-04,2016,"2016.2","Guideline","inforce",9999-12-31,2415,"Guideline (EU) 2016/1993 of the European Central Bank of 4 November 2016 laying down the principles for the coordination of the assessment pursuant to Regulation (EU) No 575/2013 of the European Parliament and of the Council and the monitoring of institutional protection schemes including significant and less significant institutions (ECB/2016/37)"
"510","32016O0038",2016-11-04,2016,"2016.2","Guideline","inforce",9999-12-31,2766,"Guideline (EU) 2016/1994 of the European Central Bank of 4 November 2016 on the approach for the recognition of institutional protection schemes for prudential purposes by national competent authorities pursuant to Regulation (EU) No 575/2013 of the European Parliament and of the Council (ECB/2016/38)"
"511","32016O0045",2016-12-16,2016,"2016.2","Guideline","inforce",9999-12-31,30411,"Guideline (EU) 2017/148 of the European Central Bank of 16 December 2016 amending Guideline ECB/2014/15 on monetary and financial statistics (ECB/2016/45)"
"512","32016R0445",2016-03-14,2016,"2016.1","Regulation","inforce",9999-12-31,6739,"Regulation (EU) 2016/445 of the European Central Bank of 14 March 2016 on the exercise of options and discretions available in Union law (ECB/2016/4)"
"513","32016R0867",2016-05-18,2016,"2016.1","Regulation","inforce",9999-12-31,18503,"Regulation (EU) 2016/867 of the European Central Bank of 18 May 2016 on the collection of granular credit and credit risk data (ECB/2016/13)"
"514","32016R1384",2016-08-02,2016,"2016.2","Regulation","inforce",9999-12-31,9161,"Regulation (EU) 2016/1384 of the European Central Bank of 2 August 2016 amending Regulation (EU) No 1011/2012 (ECB/2012/24) concerning statistics on holdings of securities (ECB/2016/22)"
"515","32016R1705",2016-09-09,2016,"2016.2","Regulation","inforce",9999-12-31,706,"Regulation (EU) 2016/1705 of the European Central Bank of 9 September 2016 amending Regulation (EC) No 1745/2003 (ECB/2003/9) on the application of minimum reserves (ECB/2016/26)"
"516","32017D0001",2017-01-11,2017,"2017.1","Decision","inforce",9999-12-31,957,"Decision (EU) 2017/100 of the European Central Bank of 11 January 2017 amending Decision (EU) 2015/774 on a secondary markets public sector asset purchase programme (ECB/2017/1)"
"517","32017D0002",2017-01-11,2017,"2017.1","Decision","inforce",9999-12-31,763,"Decision (EU) 2017/101 of the European Central Bank of 11 January 2017 amending Decision ECB/2014/40 on the implementation of the third covered bond purchase programme (ECB/2017/2)"
"518","32017D0003(01)",2017-01-11,2017,"2017.1","Decision","inforce",9999-12-31,776,"Decision (EU) 2017/102 of the European Central Bank of 11 January 2017 amending Decision (EU) 2015/5 on the implementation of the asset-backed securities purchase programme (ECB/2017/3)"
"519","32017D0004",2017-01-11,2017,"2017.1","Decision","inforce",9999-12-31,779,"Decision (EU) 2017/103 of the European Central Bank of 11 January 2017 amending Decision (EU) 2016/948 on the implementation of the corporate sector purchase programme (ECB/2017/4)"
"520","32017D0005",2017-01-26,2017,"2017.1","Decision","inforce",9999-12-31,966,"Decision (EU) 2017/468 of the European Central Bank of 26 January 2017 amending Decision ECB/2010/10 on non-compliance with statistical reporting requirements (ECB/2017/5)"
"521","32017D0006",2017-02-10,2017,"2017.1","Decision","notinforce",2019-06-16,1855,"Decision (EU) 2017/274 of the European Central Bank of 10 February 2017 laying down the principles for providing performance feedback to national competent authority sub-coordinators and repealing Decision (EU) 2016/3 (ECB/2017/6)"
"522","32017D0011(01)",2017-04-24,2017,"2017.1","Decision","inforce",9999-12-31,1036,"Decision (EU) 2017/760 of the European Central Bank of 24 April 2017 on the total amount of annual supervisory fees for 2017 (ECB/2017/11)"
"523","32017D0013",2017-05-18,2017,"2017.1","Decision","inforce",9999-12-31,503,"Decision (EU) 2017/1359 of the European Central Bank of 18 May 2017 amending Decision (EU) 2016/948 on the implementation of the corporate sector purchase programme (ECB/2017/13)"
"524","32017D0014(01)",2017-05-18,2017,"2017.1","Decision","inforce",9999-12-31,474,"Decision (EU) 2017/1360 of the European Central Bank of 18 May 2017 amending Decision ECB/2014/40 on the implementation of the third covered bond purchase programme (ECB/2017/14)"
"525","32017D0015",2017-05-18,2017,"2017.1","Decision","inforce",9999-12-31,492,"Decision (EU) 2017/1361 of the European Central Bank of 18 May 2017 amending Decision (EU) 2015/5 on the implementation of the asset-backed securities purchase programme (ECB/2017/15)"
"526","32017D0016",2017-05-23,2017,"2017.1","Decision","inforce",9999-12-31,522,"Decision (EU) 2017/936 of the European Central Bank of 23 May 2017 nominating heads of work units to adopt delegated fit and proper decisions (ECB/2017/16)"
"527","32017D0017",2017-05-23,2017,"2017.1","Decision","inforce",9999-12-31,645,"Decision (EU) 2017/937 of the European Central Bank of 23 May 2017 nominating heads of work units to adopt delegated decisions on the significance of supervised entities (ECB/2017/17)"
"528","32017D0020",2017-06-23,2017,"2017.1","Decision","notinforce",2019-02-06,507,"Decision (EU) 2017/1403 of the European Central Bank of 23 June 2017 amending Decision ECB/2012/6 on the establishment of the TARGET2-Securities Board (ECB/2017/20)"
"529","32017D0021",2017-06-27,2017,"2017.1","Decision","inforce",9999-12-31,1406,"Decision (EU) 2017/1198 of the European Central Bank of 27 June 2017 on the reporting of funding plans of credit institutions by national competent authorities to the European Central Bank (ECB/2017/21)"
"530","32017D0022",2017-07-05,2017,"2017.2","Decision","inforce",9999-12-31,856,"Decision (EU) 2017/1258 of the European Central Bank of 5 July 2017 on the delegation of decisions on the transmission of confidential statistical information to the Single Resolution Board (ECB/2017/22)"
"531","32017D0023",2017-08-03,2017,"2017.2","Decision","notinforce",9999-12-31,1839,"Decision (EU) 2017/1493 of the European Central Bank of 3 August 2017 amending Decision ECB/2014/29 on the provision to the European Central Bank of supervisory data reported to the national competent authorities by the supervised entities pursuant to Commission Implementing Regulation (EU) No 680/2014 (ECB/2017/23)"
"532","32017D0029",2017-09-22,2017,"2017.2","Decision","inforce",9999-12-31,1072,"Decision (EU) 2017/2080 of the European Central Bank of 22 September 2017 amending Decision ECB/2010/9 on access to and use of certain TARGET2 data (ECB/2017/29)"
"533","32017D0030",2017-10-10,2017,"2017.2","Decision","inforce",9999-12-31,3245,"Decision (EU) 2017/2081 of the European Central Bank of 10 October 2017 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2017/30)"
"534","32017D0033",2017-11-03,2017,"2017.2","Decision","inforce",9999-12-31,1630,"Decision (EU) 2017/2098 of the European Central Bank of 3 November 2017 on procedural aspects concerning the imposition of corrective measures for non-compliance with Regulation (EU) No 795/2014 (ECB/2017/33)"
"535","32017D0035",2017-11-03,2017,"2017.2","Decision","inforce",9999-12-31,1040,"Decision (EU) 2017/2097 of the European Central Bank of 3 November 2017 on the methodology for calculating sanctions for infringements of the oversight requirements for systemically important payment systems (ECB/2017/35)"
"536","32017D0036",2017-11-16,2017,"2017.2","Decision","inforce",9999-12-31,3570,"Decision (EU) 2017/2239 of the European Central Bank of 16 November 2017 amending Decision (EU) 2016/2247 on the annual accounts of the European Central Bank (ECB/2017/36)"
"537","32017D0037(01)",2017-11-20,2017,"2017.2","Decision","inforce",9999-12-31,417,"Decision (EU) 2017/2199 of the European Central Bank of 20 November 2017 amending Decision ECB/2014/40 on the implementation of the third covered bond purchase programme (ECB/2017/37)"
"538","32017D0039",2017-12-08,2017,"2017.2","Decision","notinforce",9999-12-31,487,"Decision (EU) 2017/2442 of the European Central Bank of 8 December 2017 amending Decision (EU) 2016/2164 on the approval of the volume of coin issuance in 2017 (ECB/2017/39)"
"539","32017D0040",2017-12-08,2017,"2017.2","Decision","notinforce",9999-12-31,451,"Decision (EU) 2017/2443 of the European Central Bank of 8 December 2017 on the approval of the volume of coin issuance in 2018 (ECB/2017/40)"
"540","32017D0041",2017-12-08,2017,"2017.2","Decision","inforce",9999-12-31,634,"Decision (EU) 2017/2444 of the European Central Bank of 8 December 2017 amending Decision (EU) 2015/2332 on the procedural framework for the approval of the volume of euro coin issuance (ECB/2017/41)"
"541","32017O0007",2017-02-07,2017,"2017.1","Guideline","inforce",9999-12-31,14432,"Guideline (EU) 2017/469 of the European Central Bank of 7 February 2017 amending Guideline ECB/2008/8 on data collection regarding the euro and the operation of the Currency Information System 2 (ECB/2017/7)"
"542","32017O0009",2017-04-04,2017,"2017.1","Guideline","inforce",9999-12-31,3775,"Guideline (EU) 2017/697 of the European Central Bank of 4 April 2017 on the exercise of options and discretions available in Union law by national competent authorities in relation to less significant institutions (ECB/2017/9)"
"543","32017O0012",2017-05-18,2017,"2017.1","Guideline","inforce",9999-12-31,851,"Guideline (EU) 2017/1362 of the European Central Bank of 18 May 2017 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (ECB/2017/12)"
"544","32017O0019",2017-06-23,2017,"2017.1","Guideline","inforce",9999-12-31,1747,"Guideline (EU) 2017/1404 of the European Central Bank of 23 June 2017 amending Guideline ECB/2012/13 on TARGET2-Securities (ECB/2017/19)"
"545","32017O0028",2017-09-22,2017,"2017.2","Guideline","inforce",9999-12-31,9025,"Guideline (EU) 2017/2082 of the European Central Bank of 22 September 2017 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2017/28)"
"546","32017O0031",2017-10-27,2017,"2017.2","Guideline","inforce",9999-12-31,817,"Guideline (EU) 2017/2193 of the European Central Bank of 27 October 2017 amending Guideline (EU) 2015/280 on the establishment of the Eurosystem Production and Procurement System (ECB/2017/31)"
"547","32017O0038",2017-11-23,2017,"2017.2","Guideline","inforce",9999-12-31,7967,"Guideline (EU) 2017/2335 of the European Central Bank of 23 November 2017 on the procedures for the collection of granular credit and credit risk data (ECB/2017/38)"
"548","32017R1538",2017-08-25,2017,"2017.2","Regulation","inforce",9999-12-31,21267,"Regulation (EU) 2017/1538 of the European Central Bank of 25 August 2017 amending Regulation (EU) 2015/534 on reporting of supervisory financial information (ECB/2017/25)"
"549","32017R1539",2017-08-25,2017,"2017.2","Regulation","inforce",9999-12-31,565,"Regulation (EU) 2017/1539 of the European Central Bank of 25 August 2017 laying down the date of application of Regulation (EU) 2017/1538 amending Regulation (EU) 2015/534 on reporting of supervisory financial information (ECB/2017/25) to less significant supervised entities which are subject to national accounting frameworks (ECB/2017/26)"
"550","32017R2094",2017-11-03,2017,"2017.2","Regulation","inforce",9999-12-31,5921,"Regulation (EU) 2017/2094 of the European Central Bank of 3 November 2017 amending Regulation (EU) No 795/2014 on oversight requirements for systemically important payment systems (ECB/2017/32)"
"551","32017R2095",2017-11-03,2017,"2017.2","Regulation","inforce",9999-12-31,920,"Regulation (EU) 2017/2095 of the European Central Bank of 3 November 2017 amending Regulation (EC) No 2157/1999 on the powers of the European Central Bank to impose sanctions (ECB/2017/34)"
"552","32018D0006(01)",2018-02-13,2018,"2018.1","Decision","inforce",9999-12-31,610,"Decision (EU) 2018/228 of the European Central Bank of 13 February 2018 amending Decision (EU) 2017/936 nominating heads of work units to adopt delegated fit and proper decisions (ECB/2018/6)"
"553","32018D0010(01)",2018-03-15,2018,"2018.1","Decision","inforce",9999-12-31,2653,"Decision (EU) 2018/546 of the European Central Bank of 15 March 2018 on delegation of the power to adopt own funds decisions (ECB/2018/10)"
"554","32018D0011(01)",2018-03-27,2018,"2018.1","Decision","inforce",9999-12-31,470,"Decision (EU) 2018/547 of the European Central Bank of 27 March 2018 nominating heads of work units to adopt delegated own funds decisions (ECB/2018/11)"
"555","32018D0012",2018-04-19,2018,"2018.1","Decision","notinforce",2018-12-31,1029,"Decision (EU) 2018/667 of the European Central Bank of 19 April 2018 on the total amount of annual supervisory fees for 2018 (ECB/2018/12)"
"556","32018D0021",2018-08-10,2018,"2018.2","Decision","inforce",9999-12-31,1181,"Decision (EU) 2018/1148 of the European Central Bank of 10 August 2018 on the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic and repealing Decision (EU) 2016/1041 (ECB/2018/21)"
"557","32018D0024",2018-10-08,2018,"2018.2","Decision","inforce",9999-12-31,22241,"Decision (EU) 2018/1625 of the European Central Bank of 8 October 2018 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2018/24)"
"558","32018D0027",2018-11-29,2018,"2018.2","Decision","inforce",9999-12-31,667,"Decision (EU) 2019/43 of the European Central Bank of 29 November 2018 on the national central banks' percentage shares in the key for subscription to the European Central Bank's capital and repealing Decision ECB/2013/28 (ECB/2018/27)"
"559","32018D0028",2018-11-29,2018,"2018.2","Decision","inforce",9999-12-31,867,"Decision (EU) 2019/44 of the European Central Bank of 29 November 2018 on the paying-up of the European Central Bank's capital by the national central banks of Member States whose currency is the euro, amending Decision ECB/2014/61 and repealing Decision ECB/2013/30 (ECB/2018/28)"
"560","32018D0029",2018-11-29,2018,"2018.2","Decision","inforce",9999-12-31,2173,"Decision (EU) 2019/45 of the European Central Bank of 29 November 2018 laying down the terms and conditions for transfers of the European Central Bank's capital shares between the national central banks and for the adjustment of the paid-up capital and repealing Decision ECB/2013/29 (ECB/2018/29)"
"561","32018D0030",2018-11-29,2018,"2018.2","Decision","inforce",9999-12-31,1835,"Decision (EU) 2019/46 of the European Central Bank of 29 November 2018 laying down the measures necessary for the contribution to the European Central Bank's accumulated equity value and for adjusting the national central banks' claims equivalent to the transferred foreign reserve assets and repealing Decision ECB/2013/26 (ECB/2018/30)"
"562","32018D0031",2018-11-29,2018,"2018.2","Decision","inforce",9999-12-31,466,"Decision (EU) 2019/47 of the European Central Bank of 29 November 2018 amending Decision ECB/2010/29 on the issue of euro banknotes (ECB/2018/31)"
"563","32018D0032",2018-11-30,2018,"2018.2","Decision","inforce",9999-12-31,795,"Decision (EU) 2019/48 of the European Central Bank of 30 November 2018 on the paying-up of the European Central Bank's capital by the non-euro area national central banks and repealing Decision ECB/2013/31 (ECB/2018/32)"
"564","32018D0035",2018-12-12,2018,"2018.2","Decision","notinforce",9999-12-31,500,"Decision (EU) 2018/2049 of the European Central Bank of 12 December 2018 on the approval of the volume of coin issuance in 2019 (ECB/2018/35)"
"565","32018O0003",2018-02-07,2018,"2018.1","Guideline","inforce",9999-12-31,10294,"Guideline (EU) 2018/570 of the European Central Bank of 7 February 2018 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (ECB/2018/3)"
"566","32018O0004",2018-02-07,2018,"2018.1","Guideline","inforce",9999-12-31,1550,"Guideline (EU) 2018/571 of the European Central Bank of 7 February 2018 amending Guideline (EU) 2016/65 on the valuation haircuts applied in the implementation of the Eurosystem monetary policy framework (ECB/2018/4)"
"567","32018O0005",2018-02-07,2018,"2018.1","Guideline","inforce",9999-12-31,335,"Guideline (EU) 2018/572 of the European Central Bank of 7 February 2018 amending Guideline ECB/2014/31 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2018/5)"
"568","32018O0008",2018-02-22,2018,"2018.1","Guideline","inforce",9999-12-31,1624,"Guideline (EU) 2018/323 of the European Central Bank of 22 February 2018 amending Guideline ECB/2013/7 concerning statistics on holdings of securities (ECB/2018/8)"
