"Title","CELEX number","ECLI identifier","Date of document","Author",
"Guideline of the European Central Bank of 13 September 2001 adopting certain provisions on the frontloading of euro banknotes outside the euro area (ECB/2001/8)","32001O0008","","2001-09-13","European Central Bank",
"2001/667/EC: Decision of the European Central Bank of 30 August 2001 on the denominations, specifications, reproduction, exchange and withdrawal of euro banknotes (ECB/2001/7)","32001D0007(01)","","2001-08-30","European Central Bank",
"2001/566/EC: Decision of the European Central Bank of 5 July 2001 amending Decision ECB/1998/4 on the adoption of the conditions of employment of staff of the European Central Bank (ECB/2001/6)","32001D0006(01)","","2001-07-05","European Central Bank",
"Guideline of the European Central Bank of 21 June 2001 amending Guideline ECB/2000/1 of 3 February 2000 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving the foreign reserve assets of the European Central Bank (ECB/2001/5)","32001O0005","","2001-06-21","European Central Bank",
"Guideline of the European Central Bank of 11 May 2000 on the statistical reporting requirements of the European Central Bank in the field of balance-of-payments statistics, the international reserves template and international investment position statistics (ECB/2000/4)","32000O0004","","2000-05-11","European Central Bank",
"Guideline of the European Central Bank of 26 April 2001 on a Trans-European Automated Real-time Gross Settlement Express Transfer system (Target) (ECB/2001/3)","32001O0003","","2001-04-26","European Central Bank",
"Regulation (EC) No 985/2001 of the European Central Bank of 10 May 2001 amending Regulation ECB/1999/4 on the powers of the European Central Bank to impose sanctions (ECB/2001/4)","32001R0985","","2001-05-10","European Central Bank",
"Guideline of the European Central Bank of 3 November 1998 on the implementation of Article 52 of the statute of the European System of Central Banks and of the European Central bank (ECB/1998/NP10)","31998O0010","","1998-11-03","European Central Bank",
"2001/150/EC: Decision of the European Central Bank of 10 November 2000 on the publication of certain legal acts and instruments of the European Central Bank (ECB/2000/12)","32000D0012(01)","","2000-11-10","European Central Bank",
"Guideline of the European Central Bank of 22 April 1999 on the authorisation to issue national banknotes during the transitional period (ECB/1999/NP11)","31999O0011","","1999-04-22","European Central Bank",
"Decision of the European Central Bank of 1 December 1998 concerning the performance by the European Central Bank of certain functions relating to medium-term financial assistance for Member States' balances of payments (ECB/1998/NP15)","31998D0015(01)","","1998-12-01","European Central Bank",
"Guideline of the European Central Bank of 22 December 1998 concerning the common rules and minimum standards to protect the confidentiality of the individual statistical information collected by the European Central Bank assisted by the national central banks (ECB/1998/NP28)","31998O0028","","1998-12-22","European Central Bank",
"Decision of the Governing Council of the European Central Bank of 19 June 1998 on the appointment and on the duration of the mandate of the external auditor of the European Central Bank (ECB/1998/NP1)","32001D0224(01)","","1998-06-19","European Central Bank",
"Guideline of the European Central Bank of 20 July 2000 on the implementation of Article 52 of the Statute of the European System of Central Banks and of the European Central Bank after the end of the transitional period (ECB/2000/6)","32000O0006(01)","","2000-07-20","European Central Bank",
"Guideline of the European Central Bank of 10 January 2001 adopting certain provisions on the 2002 cash changeover (ECB/2001/1)","32001O0001","","2001-01-10","European Central Bank",
"Guideline of the European Central Bank of 1 December 1998 on the legal framework for accounting and reporting in the European System of Central Banks as amended on 15 December 1999 and 14 December 2000 (ECB/2000/18)","32000O0018","","2000-12-14","European Central Bank",
"2001/81/EC: Decision of the European Central Bank of 1 December 1998 on the annual accounts of the European Central Bank as amended on 15 December 1999 and 12 December 2000 (ECB/2000/16)","32000D0016(01)","","2000-12-12","European Central Bank",
"Agreement of 16 November 2000 between the European Central Bank and the Bank of Greece regarding the claim credited to the Bank of Greece by the European Central Bank under Article 30.3 of the Statute of the ESCB and related matters","42000X1230(01)","","2000-11-16","Greece, European Central Bank",
"Opinion of the European Central Bank of 20 December 2000 at the request of the Council of the European Union pursuant to Article 105(4) of the Treaty establishing the European Community on a proposal for a Council Regulation on the protection of the euro against counterfeiting (CON/00/20)","32001Y0120(02)","","2000-12-20","European Central Bank",
"2000/824/EC: Decision of the European Central Bank of 14 December 2000 on the approval of the volume of coin issuance in 2001 (ECB/2000/17)","32000D0017(01)","","2000-12-14","European Central Bank",
"2000/825/EC: Decision of the European Central Bank of 3 November 1998 as amended by Decision of 14 December 2000 on the allocation of monetary income of the national central banks of participating Member States and losses of the ECB for the financial years 1999 to 2001 (ECB/2000/19)","32000D0019(01)","","1998-11-03","European Central Bank",
"2000/823/EC: Decision of the European Central Bank of 16 November 2000 providing for the paying-up of capital and the contribution to the reserves and provisions of the ECB by the Bank of Greece, and for the initial transfer of foreign-reserve assets to the ECB by the Bank of Greece and related matters (ECB/2000/14)","32000D0014","","2000-11-16","European Central Bank",
"Opinion of the European Central Bank of 24 November 2000 at the request of the Commission of the European Communities on two draft Commission Regulations (EC) laying down detailed rules for the implementation of Council Regulation (EC) No 2494/95 as regards minimum standards for the treatment of price reductions and as regards the timing of entering purchaser prices into the harmonised index of consumer prices (CON/00/27)","32000Y1216(02)","","2000-11-24","European Central Bank",
"Agreement of 14 September 2000 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 1 September 1998 laying down the operating procedures for an exchange rate mechanism in stage III of economic and monetary union","32000X1216","","2000-09-14","European Central Bank, Non-euro area Member States: Denmark, Greece, Sweden, United Kingdom",
"Opinion of the European Central Bank of 5 December 2000 at the request of the Presidency of the Council of the European Union on a proposal to amend Article 10.2 of the Statute of the European System of Central Banks and of the European Central Bank (CON/00/30)","32000Y1216(03)","","2000-12-05","European Central Bank",
"Guideline of the European Central Bank of 31 August 2000 on monetary policy instruments and procedures of the Eurosystem (ECB/2000/7)","32000O0007","","2000-08-31","European Central Bank",
"Regulation (EC) No 2548/2000 of the European Central Bank of 2 November 2000 concerning transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Greece (ECB/2000/11)","32000R2548","","2000-11-02","European Central Bank",
"Regulation (EC) No 1921/2000 of the European Central Bank of 31 August 2000 amending Regulation (EC) No 2818/98 of the European Central Bank on the application of minimum reserves (ECB/1998/15) and amending Regulation (EC) No 2819/98 of the European Central Bank concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/1998/16) (ECB/2000/8)","32000R1921","","2000-08-31","European Central Bank",
"Guideline of the European Central Bank of 3 February 2000 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving the foreign reserve assets of the European Central Bank (ECB/2000/1)","32000O0001","","2000-02-03","European Central Bank",
"Opinion of the European Central Bank of 16 June 2000 at the request of the Council of the European Union pursuant to Article 123(5) of the Treaty establishing the European Community on proposals for three Council Regulations amending Regulation (EC) No 974/98 on the introduction of the euro, amending Regulation (EC) No 1103/97 on certain provisions relating to the introduction of the euro and amending Regulation (EC) No 2866/98 on the conversion rates between the euro and the currencies of the Member States adopting the euro (CON/00/12)","32000Y0627(02)","","2000-06-16","European Central Bank",
"Opinion of the European Central Bank of 6 July 1998 at the request of the Commission of the European Communities under Article 5(3) of Council Regulation (EC) No 2494/95 of 23 October 1995 and Article 109l(2) of the Treaty establishing the European Community on a draft Commission Regulation (EC) concerning minimum standards for the treatment of tariffs in the Harmonised Index of Consumer Prices (CON/98/33)","32000Y0119(02)","","1998-07-06","European Central Bank",
"Decision of the European Central Bank of 23 December 1999 on the approval of the volume of coin issuance in 2000 (ECB/1999/11)","32000D0009","","1999-12-23","European Central Bank",
"Decision of the European Central Bank of 7 October 1999 amending the Rules of Procedure of the European Central Bank (ECB/1999/6)","31999D0006(01)","","1999-10-07","European Central Bank",
"Decision of the European Central Bank of 12 October 1999 concerning the Rules of Procedure of the Executive Board of the European Central Bank (ECB/1999/7)","32000D0007(01)","","1999-10-12","European Central Bank",
"Decision of the European Central Bank of 16 November 1999 appointing the members of the Anti-Fraud Committee of the European Central Bank (ECB/1999/8)","31999D0008(01)","","1999-11-16","European Central Bank",
"Decision of the European Central Bank of 7 October 1999 on fraud prevention (ECB/1999/5)","31999D0005(01)","","1999-10-07","European Central Bank",
"Opinion of the European Central Bank of 24 August 1999 at the request of the Council of the European Union on a proposal for a Council Regulation (EC) laying down detailed rules for the implementation of Council Regulation (EC) No 2494/95 as regards minimum standards for the treatment of products in the health, education and social protection sectors in the Harmonised Index of Consumer Prices (CON/99/11)","31999Y1112(02)","","1999-08-24","European Central Bank",
"European Central Bank Regulation (EC) No 2157/1999 of 23 September 1999 on the powers of the European Central Bank to impose sanctions (ECB/1999/4)","31999R2157","","1999-09-23","European Central Bank",
"Guideline of the European Central Bank of 26 August 1998 on certain provisions regarding euro banknotes, as amended on 26 August 1999 (ECB/1999/3)","31999O0003","","1998-08-26","European Central Bank",
"Opinion of the European Central Bank of 14 July 1998 at the request of the Council of the European Union under Article 5(3) of Council Regulation (EC) No 2494/95 of 23 October 1995 and Article 109l(2) of the Treaty establishing the European Community (hereinafter referred to as the 'Treaty') on a proposal for a Council Regulation (EC) amending Commission Regulation (EC) No 1749/96 concerning the coverage of goods and services of the Harmonised Index of Consumer Prices and on a proposal for a Council Regulation (EC) amending Commission Regulation (EC) No 1749/96 concerning the geographic and population coverage of the Harmonised Index of Consumer Prices (CON/98/34)","31999Y1007(01)","","1998-07-14","European Central Bank",
"Opinion of the European Central Bank of 16 March 1999 at the request of the Council of the European Union under Articles 109l(2) and 109f(6) of the Treaty establishing the European Community and Article 5.3 of the Statute of the European Monetary Institute on two European Commission proposals for European Parliament and Council Directives amending Directive 85/611/EEC on the coordination of laws, regulations and administrative provisions relating to undertakings for collective investment in transferable securities (UCITS), ref. 98/0242 - COM(1998) 451 final and ref. 98/0243 - COM(1998) 449 final (CON/98/54)","31999Y1007(02)","","1999-03-16","European Central Bank",
"Opinion of the European Central Bank of 9 July 1999 at the request of the Commission of the European Communities on a draft Commission Regulation (EC) amending Commission Regulation (EC) No 2214/96 concerning the sub-indices of the Harmonised Indices of Consumer Prices (CON/99/08)","31999Y1007(03)","","1999-07-09","European Central Bank",
"99/655/EC: Decision of the European Central bank of 26 August 1999 amending the Decision of the European Central Bank of 7 July 1998 (ECB/1998/6) on the denominations, specifications, reproduction, exchange and withdrawal of euro banknotes (ECB/1999/2)","31999D0002(01)","","1999-08-26","European Central Bank",
"Opinion of the European Central Bank of 23 June 1999 at the request of the Commission of the European Communities on a draft Commission Regulation (EC) laying down detailed rules for the implementation of Council Regulation (EC) No 2494/95 as regards minimum standards for the treatment of insurance in the Harmonised Index of Consumer Prices and modifying Commission Regulation (EC) No 2214/96 (CON/99/06)","31999Y0903(01)","","1999-06-23","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union on a recommendation for a Council Decision concerning exchange rate matters relating to the CFA franc and the Comorian franc (CON/98/37)","31999Y0715(03)","","1998-09-22","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union on a recommendation for a Council Decision concerning exchange rate matters relating to the Cape Verde escudo (CON/98/57)","31999Y0715(04)","","1998-12-17","European Central Bank",
"Opinion of the European Central Bank of 18 January 1999 at the request of the Council of the European Union under Article 105(4) of the Treaty establishing the European Community and Article 4(a) of the Statute of the European System of Central Banks and of the European Central Bank on 1. a Commission proposal for a European Parliament and Council Directive on the taking up, the pursuit and the prudential supervision of the business of electronic money institutions, and 2. a Commission proposal for a European Parliament and Council Directive amending Directive 77/780/EEC on the coordination of laws, regulations and administrative provisions relating to the taking up and pursuit of the business of credit institutions","31999Y0706(01)","","1999-01-18","European Central Bank",
"Decision of the European Central Bank of 9 June 1998 on the adoption of the Conditions of Employment for Staff of the European Central Bank as amended on 31 March 1999 (ECB/1998/4)","31998D0004(01)","","1998-06-09","European Central Bank",
"Rules of procedure of the European Central Bank as amended on 22 April 1999","31999Q0519","","1999-04-22","European Central Bank",
"Decision of the European Central Bank of 1 December 1998 on the national central banks' percentage shares in the key for the capital of the European Central Bank (ECB/1998/13)","31998D0013","","1998-12-01","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union under Article 109(3) of the Treaty establishing the European Community on three recommendations for three Council Decisions concerning monetary relations with the Principality of Monaco, the Republic of San Marino and the Vatican City","31999Y0507(01)","","1998-12-30","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union under Article 109l(4) of the Treaty establishing the European Community on a proposal for a Council Decision concerning the monetary arrangements in the French territorial communities of Saint-Pierre-et-Miquelon and Mayotte","31999Y0507(02)","","1998-12-30","European Central Bank",
"Decision of the European Central Bank of 3 November 1998 concerning public access to documentation and the archives of the European Central Bank (ECB/1998/12)","31998D0012(01)","","1998-11-03","European Central Bank",
"Decision of the European Central Bank of 1 December 1998 laying down the measures necessary for the paying-up of the capital of the European Central Bank by the non- participating national central banks (ECB/1998/14)","31998D0014","","1998-12-01","European Central Bank",
"Guideline of the European Central Bank of 1 December 1998 on the statistical reporting requirements of the European Central Bank in the field of balance of payments and international investment position statistics (ECB/1998/17)","31998O0017","","1998-12-01","European Central Bank",
"Rules of Procedure of the General Council of the European Central Bank","31999Q0320","","1998-09-01","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union under Article 105a(2) of the Treaty establishing the European Community on a proposal for a Council Regulation (EC) amending Council Regulation (EC) No 975/98 on denominations and technical specifications of euro coins intended for circulation","31999Y0320(01)","","1998-11-16","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union under Article 109c(3) of the Treaty establishing the European Community on a proposal for a Council Decision (EC) on the detailed provisions concerning the composition of the Economic and Financial Committee","31999Y0320(02)","","1998-11-24","European Central Bank",
"Decision of the European Central Bank of 7 July 1998 on the denominations, specifications, reproduction, exchange and withdrawal of euro banknotes (ECB/1998/6)","31998D0006(01)","","1998-07-07","European Central Bank",
"Decision of the European Central Bank of 9 June 1998 laying down the measures necessary for the paying-up of the capital of the European Central Bank (ECB/1998/2)","31998D0002(01)","","1998-06-09","European Central Bank",
"Decision of the European Central Bank of 9 June 1998 on the method to be applied for determining the national central banks' percentage shares in the key for the capital of the European Central Bank (ECB/1998/1)","31998D0001(01)","","1998-06-09","European Central Bank",
"Opinion of the European Central Bank at the request of the Council of the European Union under Article 109l(4) of the Treaty establishing the European Community on a proposal for a Council Regulation (EC) on the conversion rates between the euro and the currencies of the Member States adopting the euro","31998Y1231(01)","","1998-12-31","European Central Bank",
"Regulation (EC) No 2819/98 of the European Central Bank of 1 December 1998 concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/1998/16)","31998R2819","","1998-12-01","European Central Bank",
"Regulation (EC) No 2818/98 of the European Central Bank of 1 December 1998 on the application of minimum reserves (ECB/1998/15)","31998R2818","","1998-12-01","European Central Bank",
"Rules of Procedure of the European Central Bank","31998Q1215","","1998-07-07","European Central Bank",
"Agreement of 1 September 1998 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of Economic and Monetary Union - Quota Convention for currencies participating in ERM II and the payment after payment procedure in the event of intervention at the margins - Ceilings on access to the very short-term financing facility referred to in articles 8, 10 and 11 of the Agreement of 1 September 1998","31998X1113","","1998-09-01","Non-euro area Member States: Denmark, Greece, Sweden, United Kingdom, European Central Bank",
"Decision (EU) 2019/1558 of the European Central Bank of 12 September 2019 amending Decision (EU) 2019/1311 on a third series of targeted longer-term refinancing operations (ECB/2019/28)","32019D0028(01)","","2019-09-12","European Central Bank",
"","32019D0035R(01)","","2020-01-15","European Central Bank",
"Corrigendum to Decision (EU) 2019/2158 of the European Central Bank of 5 December 2019 on the methodology and procedures for the determination and collection of data regarding fee factors used to calculate annual supervisory fees (ECB/2019/38) (Official Journal of the European Union L 327 of 17 December 2019)","32019D0038R(01)","","2019-12-20","European Central Bank",
"Corrigendum to Regulation (EU) 2019/2155 of the European Central Bank of 5 December 2019 amending Regulation (EU) No 1163/2014 on supervisory fees (ECB/2019/37) (Official Journal of the European Union L 327 of 17 December 2019)","32019R2155R(01)","","2019-12-20","European Central Bank",
"Rectificatif à l'orientation (UE) 2019/1265 de la Banque centrale européenne du 10 juillet 2019 sur le taux à court terme en euros (EURSTR) (BCE/2019/19) (JO L 199 du 26.7.2019)","32019O0019R(01)","","2019-09-06","European Central Bank",
"Berichtigung der Leitlinie (EU) 2018/876 der Europäischen Zentralbank vom 1. Juni 2018 zum Datenregister über Institute und verbundene Unternehmen (EZB/2018/16) (ABl. L 154 vom 18.6.2018)","32018O0016R(02)","","2019-09-03","European Central Bank",
"","32014D0059(01)R(01)","","2019-09-03","European Central Bank",
"","32018D0021R(01)","","2019-09-03","European Central Bank",
"","32019D0003(01)R(01)","","2019-09-03","European Central Bank",
"","32019D0008R(01)","","2019-09-03","European Central Bank",
"","32015D0029R(01)","","2019-09-03","European Central Bank",
"","32015O0011R(01)","","2019-09-03","European Central Bank",
"","32010D0014R(05)","","2019-09-03","European Central Bank",
"","32012D0019(01)R(02)","","2019-09-03","European Central Bank",
"","32014D0008(01)R(01)","","2019-09-03","European Central Bank",
"","32014R0468R(04)","","2019-09-03","European Central Bank",
"Berichtigung der Verordnung (EU) 2016/1384 der Europäischen Zentralbank vom 2. August 2016 zur Änderung der Verordnung (EU) Nr. 1011/2012 (EZB/2012/24) über die Statistiken über Wertpapierbestände (EZB/2016/22) (ABl. L 222 vom 17.8.2016)","32016R1384R(01)","","2019-05-20","European Central Bank",
"Rectificatif à la décision de la Banque centrale européenne du 4 mars 2004 relative à l'accès du public aux documents de la Banque centrale européenne (BCE/2004/3) (JO L 80 du 18.3.2004)","32004D0003(01)R(01)","","2019-05-20","European Central Bank",
"Rectificatif au règlement (UE) 2016/867 de la Banque centrale européenne du 18 mai 2016 relatif à la collecte de données granulaires sur le crédit et le risque de crédit (BCE/2016/13) (JO L 144 du 1.6.2016)","32016R0867R(03)","","2019-05-20","European Central Bank",
"Berichtigung der Verordnung (EU) 2018/231 der Europäischen Zentralbank vom 26. Januar 2018 über die statistischen Berichtspflichten der Altersvorsorgeeinrichtungen (EZB/2018/2) (ABl. L 45 vom 17.2.2018)","32018R0231R(02)","","2019-05-20","European Central Bank",
"","32018D0029R(01)","","2019-02-07","European Central Bank",
"","32018O0016R(01)","","2019-01-08","European Central Bank",
"","32017D0022R(02)","","2019-01-08","European Central Bank",
"Berichtigung der Leitlinie (EU) 2015/510 der Europäischen Zentralbank vom 19. Dezember 2014 über die Umsetzung des geldpolitischen Handlungsrahmens des Eurosystems (Leitlinie allgemeine Dokumentation) (EZB/2014/60) (ABl. L 91 vom 2.4.2015)","32014O0060R(02)","","2019-01-04","European Central Bank",
"Corrigendum to Regulation (EU) 2018/231 of the European Central Bank of 26 January 2018 on statistical reporting requirements for pension funds (ECB/2018/2) (OJ L 45, 17.2.2018)","32018R0231R(01)","","2019-01-04","European Central Bank",
"Rectificatif à l'orientation (UE) 2018/1626 de la Banque centrale européenne du 3 août 2018 modifiant l'orientation BCE/2012/27 relative au système de transferts express automatisés transeuropéens à règlement brut en temps réel (TARGET2) (BCE/2018/20) (JO L 280 du 9.11.2018)","32018O0020R(01)","","2018-12-14","European Central Bank",
"","32013O0037R(01)","","2018-08-07","European Central Bank",
"","32012O0027R(01)","","2018-08-07","European Central Bank",
"","32014O0025R(01)","","2018-08-07","European Central Bank",
"","32015O0015R(01)","","2018-08-07","European Central Bank",
"Corrigendum to Regulation (EU) 2017/1538 of the European Central Bank of 25 August 2017 amending Regulation (EU) 2015/534 on reporting of supervisory financial information (ECB/2017/25) (OJ L 240, 19.9.2017)","32017R1538R(01)","","2018-03-08","European Central Bank",
"Rectificatif au règlement (UE) n° 468/2014 de la Banque centrale européenne du 16 avril 2014 établissant le cadre de la coopération au sein du mécanisme de surveillance unique entre la Banque centrale européenne, les autorités compétentes nationales et les autorités désignées nationales (le «règlement-cadre MSU») (JO L 141 du 14.5.2014)","32014R0468R(03)","","2018-03-08","European Central Bank",
"Berichtigung der Verordnung (EU) Nr. 468/2014 der Europäischen Zentralbank vom 16. April 2014 zur Einrichtung eines Rahmenwerks für die Zusammenarbeit zwischen der Europäischen Zentralbank und den nationalen zuständigen Behörden und den nationalen benannten Behörden innerhalb des einheitlichen Aufsichtsmechanismus (SSM-Rahmenverordnung) (EZB/2014/17) (ABl. L 141 vom 14.5.2014)","32014R0468R(02)","","2018-03-08","European Central Bank",
"","32017R2094R(01)","","2018-03-08","European Central Bank",
"","32014R0795R(01)","","2018-03-08","European Central Bank",
"","32017R1539R(01)","","2018-03-08","European Central Bank",
"","32017D0020R(01)","","2018-03-02","European Central Bank",
"Rectificatif à l'orientation (UE) 2016/1994 de la Banque centrale européenne du 4 novembre 2016 concernant l'approche retenue pour la reconnaissance des systèmes de protection institutionnels à des fins prudentielles par les autorités compétentes nationales conformément au règlement (UE) n° 575/2013 du Parlement européen et du Conseil (BCE/2016/38) (JO L 306 du 15.11.2016)","32016O0038R(01)","","2018-03-02","European Central Bank",
"","32007D0007R(01)","","2018-03-02","European Central Bank",
"Corrigendum to Guideline (EU) 2016/2249 of the European Central Bank of 3 November 2016 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2016/34) (OJ L 347, 20.12.2016)","32016O0034R(01)","","2018-03-02","European Central Bank",
"","32017D0022R(01)","","2018-03-02","European Central Bank",
"Corrigendum to Decision (EU) 2017/2081 of the European Central Bank of 10 October 2017 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2017/30) (OJ L 295, 14.11.2017)","32017D0030R(01)","","2018-03-02","European Central Bank",
"Corrigendum to Guideline (EU) 2017/697 of the European Central Bank of 4 April 2017 on the exercise of options and discretions available in Union law by national competent authorities in relation to less significant institutions (ECB/2017/9) (OJ L 101, 13.4.2017)","32017O0009R(01)","","2018-03-02","European Central Bank",
"Rectificatif à la décision (UE) 2016/810 de la Banque centrale européenne du 28 avril 2016 concernant une seconde série d'opérations de refinancement à plus long terme ciblées (BCE/2016/10) (JO L 132 du 21.5.2016)","32016D0010R(01)","","2017-04-29","European Central Bank",
"Berichtigung der Verordnung (EU) Nr. 468/2014 der Europäischen Zentralbank vom 16. April 2014 zur Einrichtung eines Rahmenwerks für die Zusammenarbeit zwischen der Europäischen Zentralbank und den nationalen zuständigen Behörden und den nationalen benannten Behörden innerhalb des einheitlichen Aufsichtsmechanismus (SSM-Rahmenverordnung) (EZB/2014/17) (ABl. L 141 vom 14.5.2014)","32014R0468R(01)","","2017-04-29","European Central Bank",
"Rectificatif au règlement (UE) 2016/445 de la Banque centrale européenne du 14 mars 2016 relatif à l'exercice des options et pouvoirs discrétionnaires prévus par le droit de l'Union (BCE/2016/4) (JO L 78 du 24.3.2016)","32016R0445R(02)","","2017-04-29","European Central Bank",
"Berichtigung des Beschlusses (EU) 2017/101 der Europäischen Zentralbank vom 11. Januar 2017 zur Änderung des Beschlusses EZB/2014/40 über die Umsetzung des dritten Programms zum Ankauf gedeckter Schuldverschreibungen (EZB/2017/2) (ABl. L 16 vom 20.1.2017)","32017D0002R(01)","","2017-04-29","European Central Bank",
"","32015D0010R(01)","","2017-04-29","European Central Bank",
"Berichtigung der Verordnung (EU) Nr. 1409/2013 der Europäischen Zentralbank vom 28. November 2013 zur Zahlungsverkehrsstatistik (EZB/2013/43) (ABl. L 352 vom 24.12.2013)","32013R1409R(01)","","2017-04-29","European Central Bank",
"","32016R1705R(01)","","2017-04-29","European Central Bank",
"","32011O0009R(01)","","2017-04-29","European Central Bank",
"","32016D0009R(01)","","2017-04-11","European Central Bank",
"","32014O0031R(01)","","2017-01-31","European Central Bank",
"Rectificatif à la décision BCE/2014/40 du 15 octobre 2014 relative à la mise en œuvre du troisième programme d'achat d'obligations sécurisées (JO L 335 du 22.11.2014)","32014D0040(01)R(01)","","2017-01-25","European Central Bank",
"","32016R0867R(02)","","2016-10-27","European Central Bank",
"","32016R0867R(01)","","2016-10-01","European Central Bank",
"Corrigendum to Guideline (EU) 2016/1386 of the European Central Bank of 2 August 2016 amending Guideline ECB/2013/7 concerning statistics on holdings of securities (ECB/2016/23) (OJ L 222, 17.8.2016)","32016O0023R(01)","","2016-09-06","European Central Bank",
"","32016D0014R(01)","","2016-06-04","European Central Bank",
"Berichtigung des Beschlusses 2014/179/EU der Europäischen Zentralbank vom 22. Januar 2014 zur Änderung des Beschlusses EZB/2004/2 zur Verabschiedung der Geschäftsordnung der Europäischen Zentralbank (EZB/2014/1) (ABl. L 95 vom 29.3.2014)","32014D0001(01)R(01)","","2016-04-12","European Central Bank",
"","32016R0445R(01)","","2016-04-09","European Central Bank",
"","32015O0027R(02)","","2015-12-22","European Central Bank",
"Corrigendum to Guideline (EU) 2015/1938 of the European Central Bank of 27 August 2015 amending Guideline (EU) 2015/510 of the European Central Bank on the implementation of the Eurosystem monetary policy framework (ECB/2015/27) (OJ L 282, 28.10.2015)","32015O0027R(01)","","2015-12-18","European Central Bank",
"","32014D0023(01)R(01)","","2015-10-21","European Central Bank",
"Rectificatif à la décision (UE) 2015/530 de la Banque centrale européenne du 11 février 2015 relative à la méthodologie et aux procédures applicables pour la détermination et la collecte des données relatives aux facteurs de redevance pour calculer les redevances annuelles de surveillance prudentielle (BCE/2015/7) (JO L 84 du 28.3.2015)","32015D0007R(02)","","2015-09-24","European Central Bank",
"","32014O0060R(01)","","2015-09-23","European Central Bank",
"","32015D0007R(01)","","2015-06-19","European Central Bank",
"","32015R0534R(01)","","2015-05-29","European Central Bank",
"Corrigendum to Regulation (EU) No 469/2014 of the European Central Bank of 16 April 2014 amending Regulation (EC) No 2157/1999 on the powers of the European Central Bank to impose sanctions (ECB/1999/4) (ECB/2014/18) ( OJ L 141, 14.5.2014 )","32014R0469R(01)","","2014-09-06","European Central Bank",
"","32013D0036(01)R(01)","","2014-01-21","European Central Bank",
"Corrigendum to Regulation (EU) No 1071/2013 of the European Central Bank of 24 September 2013 concerning the balance sheet of the monetary financial institutions sector (ECB/2013/33) ( OJ L 297, 7.11.2013 )","32013R1071R(01)","","2013-11-29","European Central Bank",
"Corrigendum to Regulation (EU) No 1073/2013 of the European Central Bank of 18 October 2013 concerning statistics on the assets and liabilities of investment funds (ECB/2013/38) ( OJ L 297, 7.11.2013 )","32013R1073R(01)","","2013-11-29","European Central Bank",
"Corrigendum to Regulation (EU) No 1075/2013 of the European Central Bank of 18 October 2013 concerning statistics on the assets and liabilities of financial vehicle corporations engaged in securitisation transactions (ECB/2013/40) ( OJ L 297, 7.11.2013 )","32013R1075R(01)","","2013-11-29","European Central Bank",
"Corrigendum to Regulation (EU) No 1074/2013 of the European Central Bank of 18 October 2013 on statistical reporting requirements for post office giro institutions that receive deposits from non-monetary financial institution euro area residents (ECB/2013/39) ( OJ L 297, 7.11.2013 )","32013R1074R(01)","","2013-11-29","European Central Bank",
"","32013D0010R(01)","","2013-08-01","European Central Bank",
"","32013O0002R(01)","","2013-02-28","European Central Bank",
"","32013D0001(01)R(01)","","2013-04-06","European Central Bank",
"","32012R1011R(01)","","2013-02-09","European Central Bank",
"","32012O0016R(02)","","2013-01-05","European Central Bank",
"","32004D0012(01)R(01)","","2012-11-15","European Central Bank",
"","32004D0002R(02)","","2012-11-14","European Central Bank",
"","32012O0016R(01)","","2012-10-18","European Central Bank",
"","32012D0014(01)R(01)","","2012-10-04","European Central Bank",
"Berichtigung des Beschlusses der Europäischen Zentralbank vom 7. September 2012 zur Änderung des Beschlusses EZB/2010/14 über die Prüfung der Echtheit und Umlauffähigkeit und über die Wiederausgabe von Euro-Banknoten (EZB/2012/19) ( ABl. L 253 vom 20.9.2012 )","32012D0019(01)R(01)","","2012-09-28","European Central Bank",
"","32012O0018R(01)","","2012-08-22","European Central Bank",
"","32012D0003(01)R(01)","","2012-07-25","European Central Bank",
"","32011O0003R(02)","","2012-06-21","European Central Bank",
"Berichtigung des Beschlusses der Europäischen Zentralbank vom 25. November 2010 zum Verfahren der Qualitätszulassung für Hersteller von Euro-Banknoten (EZB/2010/22) ( ABl. L 330 vom 15.12.2010 )","32010D0022R(01)","","2012-02-28","European Central Bank",
